Unnamed: 0;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo Agregado
5090;Apartamento;Barra da Tijuca;3;2;1;96;2800.0;1200.0;10.0;29.17;Apartamento
5093;Apartamento;Vila Isabel;2;1;1;76;1500.0;840.0;71.0;19.74;Apartamento
5095;Apartamento;Grajaú;2;1;1;76;1300.0;940.0;0.0;17.11;Apartamento
5096;Apartamento;Estácio;2;1;1;86;1700.0;840.0;120.0;19.77;Apartamento
5097;Apartamento;Rio Comprido;2;0;0;70;1500.0;240.0;13.0;21.43;Apartamento
5098;Apartamento;Barra da Tijuca;3;2;3;110;2700.0;1485.0;262.0;24.55;Apartamento
5099;Apartamento;Barra da Tijuca;2;1;1;70;2000.0;990.0;0.0;28.57;Apartamento
5100;Apartamento;Vila Valqueire;3;2;1;230;4500.0;610.0;2315.0;19.57;Apartamento
5102;Apartamento;Centro;1;0;0;56;1900.0;917.0;2004.0;33.93;Apartamento
5103;Apartamento;Maracanã;2;1;0;70;2000.0;600.0;0.0;28.57;Apartamento
5104;Apartamento;Botafogo;3;1;0;94;3000.0;1500.0;153.0;31.91;Apartamento
5105;Apartamento;Botafogo;3;1;1;105;5700.0;1353.0;281.0;54.29;Apartamento
5106;Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;42.33;Apartamento
5108;Apartamento;Copacabana;1;1;0;50;2500.0;585.0;94.0;50.0;Apartamento
5110;Apartamento;Copacabana;1;1;0;40;2000.0;580.0;75.0;50.0;Apartamento
5111;Apartamento;Recreio dos Bandeirantes;2;0;2;90;1400.0;900.0;170.0;15.56;Apartamento
5113;Apartamento;Barra da Tijuca;1;1;0;40;3200.0;1680.0;0.0;80.0;Apartamento
5114;Apartamento;Botafogo;3;1;1;101;4800.0;1340.0;341.0;47.52;Apartamento
5116;Apartamento;Jardim Botânico;3;2;2;147;4500.0;1496.0;374.0;30.61;Apartamento
5121;Apartamento;Ipanema;4;1;1;141;8000.0;1500.0;0.0;56.74;Apartamento
5122;Apartamento;Humaitá;4;3;2;215;8000.0;2900.0;750.0;37.21;Apartamento
5123;Apartamento;Botafogo;2;0;1;90;4500.0;940.0;189.0;50.0;Apartamento
5124;Apartamento;Barra da Tijuca;3;1;2;100;3200.0;1250.0;150.0;32.0;Apartamento
5126;Apartamento;Ipanema;3;1;1;118;5900.0;980.0;250.0;50.0;Apartamento
5127;Apartamento;Copacabana;2;0;0;80;2200.0;655.0;100.0;27.5;Apartamento
5128;Apartamento;Recreio dos Bandeirantes;3;2;1;86;1400.0;626.0;0.0;16.28;Apartamento
5129;Apartamento;Barra da Tijuca;4;3;4;160;6300.0;1800.0;0.0;39.38;Apartamento
5131;Apartamento;Copacabana;3;0;0;113;2300.0;1100.0;0.0;20.35;Apartamento
5132;Apartamento;Copacabana;1;0;1;40;1800.0;168.0;118.0;45.0;Apartamento
5135;Apartamento;Ipanema;3;1;1;176;6500.0;2500.0;350.0;36.93;Apartamento
5136;Apartamento;Inhaúma;2;1;0;48;800.0;370.0;0.0;16.67;Apartamento
5137;Apartamento;Copacabana;1;1;1;40;2500.0;748.0;670.0;62.5;Apartamento
5138;Apartamento;Penha;3;0;0;75;1100.0;185.0;0.0;14.67;Apartamento
5139;Apartamento;Barra da Tijuca;2;1;1;70;2100.0;1269.0;212.0;30.0;Apartamento
5140;Apartamento;Bonsucesso;2;0;0;60;650.0;350.0;0.0;10.83;Apartamento
5141;Apartamento;Engenho Novo;2;0;0;68;1200.0;310.0;48.0;17.65;Apartamento
5142;Apartamento;Recreio dos Bandeirantes;3;2;1;110;2200.0;700.0;2000.0;20.0;Apartamento
5143;Apartamento;Gávea;3;1;0;88;3500.0;1682.0;226.0;39.77;Apartamento
5145;Apartamento;Lagoa;3;0;1;140;8000.0;1564.0;430.0;57.14;Apartamento
5146;Apartamento;Barra da Tijuca;2;1;1;65;2500.0;665.0;0.0;38.46;Apartamento
5147;Apartamento;Copacabana;1;0;0;50;2300.0;610.0;0.0;46.0;Apartamento
5148;Apartamento;Barra da Tijuca;4;3;4;300;4500.0;1980.0;0.0;15.0;Apartamento
5149;Apartamento;Copacabana;2;0;1;140;7800.0;1300.0;198.0;55.71;Apartamento
5150;Apartamento;Recreio dos Bandeirantes;3;2;1;80;2100.0;800.0;1800.0;26.25;Apartamento
5152;Apartamento;Maracanã;1;1;1;55;1700.0;566.0;84.0;30.91;Apartamento
5154;Apartamento;Flamengo;3;0;0;117;2500.0;600.0;200.0;21.37;Apartamento
5156;Apartamento;Botafogo;2;1;1;60;2500.0;1500.0;200.0;41.67;Apartamento
5157;Apartamento;Centro;2;0;0;90;2100.0;570.0;40.0;23.33;Apartamento
5160;Apartamento;Barra da Tijuca;4;4;4;276;8300.0;1550.0;0.0;30.07;Apartamento
5161;Apartamento;Centro;2;0;0;56;1800.0;544.0;51.0;32.14;Apartamento
5163;Apartamento;Laranjeiras;1;0;0;55;2500.0;450.0;0.0;45.45;Apartamento
5164;Apartamento;Campo Grande;2;1;0;50;780.0;120.0;0.0;15.6;Apartamento
5166;Apartamento;Leme;2;0;0;85;3800.0;690.0;0.0;44.71;Apartamento
5167;Apartamento;Tijuca;3;2;1;125;2850.0;970.0;150.0;22.8;Apartamento
5168;Apartamento;Jardim Botânico;3;2;1;111;4100.0;1180.0;292.0;36.94;Apartamento
5169;Apartamento;Recreio dos Bandeirantes;2;1;1;60;2100.0;1200.0;150.0;35.0;Apartamento
5171;Apartamento;Barra da Tijuca;3;2;3;240;5000.0;1620.0;357.0;20.83;Apartamento
5173;Apartamento;Bento Ribeiro;2;2;0;69;1500.0;450.0;0.0;21.74;Apartamento
5174;Apartamento;Recreio dos Bandeirantes;3;2;1;113;2900.0;981.0;27.0;25.66;Apartamento
5176;Apartamento;Copacabana;3;1;1;240;2600.0;944.0;517.0;10.83;Apartamento
5178;Apartamento;Ipanema;2;0;1;120;5500.0;1800.0;200.0;45.83;Apartamento
5179;Apartamento;Ipanema;3;1;1;170;6500.0;2554.0;0.0;38.24;Apartamento
5180;Apartamento;Flamengo;1;0;1;79;2500.0;570.0;1530.0;31.65;Apartamento
5182;Apartamento;Vila Isabel;3;0;0;75;1700.0;528.0;74.0;22.67;Apartamento
5183;Apartamento;Leblon;3;1;2;93;5000.0;1400.0;0.0;53.76;Apartamento
5184;Apartamento;Barra da Tijuca;1;1;1;45;1300.0;900.0;50.0;28.89;Apartamento
5185;Apartamento;Vila Isabel;1;2;0;54;1200.0;479.0;48.0;22.22;Apartamento
5188;Apartamento;Barra da Tijuca;2;2;1;111;4500.0;1600.0;300.0;40.54;Apartamento
5189;Apartamento;Taquara;2;1;0;52;1100.0;672.0;0.0;21.15;Apartamento
5190;Apartamento;Laranjeiras;2;0;0;80;1650.0;900.0;80.0;20.62;Apartamento
5191;Apartamento;Vila Isabel;2;0;0;69;1400.0;100.0;47.0;20.29;Apartamento
5192;Apartamento;Ipanema;3;2;1;170;8000.0;2000.0;532.0;47.06;Apartamento
5193;Apartamento;Vila Isabel;1;1;0;54;1800.0;682.0;49.0;33.33;Apartamento
5194;Apartamento;Laranjeiras;3;0;0;75;3200.0;652.0;110.0;42.67;Apartamento
5196;Apartamento;Leblon;1;0;0;35;2100.0;700.0;120.0;60.0;Apartamento
5197;Apartamento;Tijuca;3;1;1;170;3200.0;1100.0;180.0;18.82;Apartamento
5199;Apartamento;Leblon;3;1;0;98;3500.0;1240.0;164.0;35.71;Apartamento
5203;Apartamento;Ipanema;1;0;1;40;3300.0;470.0;102.0;82.5;Apartamento
5204;Apartamento;Recreio dos Bandeirantes;2;2;2;79;1500.0;1002.0;0.0;18.99;Apartamento
5205;Apartamento;Tijuca;1;1;0;60;1400.0;600.0;92.0;23.33;Apartamento
5206;Apartamento;Barra da Tijuca;3;2;1;126;5000.0;1800.0;3000.0;39.68;Apartamento
5209;Apartamento;Leblon;2;1;1;92;4500.0;1500.0;1000.0;48.91;Apartamento
5210;Apartamento;Ipanema;1;0;0;32;1300.0;645.0;99.0;40.62;Apartamento
5211;Apartamento;Recreio dos Bandeirantes;4;1;4;234;3800.0;1180.0;530.0;16.24;Apartamento
5214;Apartamento;Tijuca;1;1;0;40;1250.0;446.0;16.0;31.25;Apartamento
5215;Apartamento;Recreio dos Bandeirantes;2;1;1;107;3500.0;650.0;0.0;32.71;Apartamento
5217;Apartamento;Recreio dos Bandeirantes;2;1;1;70;2300.0;775.0;0.0;32.86;Apartamento
5218;Apartamento;Barra da Tijuca;3;1;1;87;1900.0;1302.0;0.0;21.84;Apartamento
5219;Apartamento;Botafogo;2;1;2;80;4800.0;1220.0;299.0;60.0;Apartamento
5220;Apartamento;Copacabana;3;1;1;190;8500.0;1300.0;324.0;44.74;Apartamento
5222;Apartamento;Lagoa;4;2;1;200;7000.0;1557.0;0.0;35.0;Apartamento
5223;Apartamento;Barra da Tijuca;3;2;1;140;4500.0;1587.0;357.0;32.14;Apartamento
5224;Apartamento;Ipanema;3;2;1;170;6300.0;2200.0;387.0;37.06;Apartamento
5227;Apartamento;Barra da Tijuca;3;1;1;82;2500.0;1230.0;269.0;30.49;Apartamento
5228;Apartamento;Engenho Novo;2;0;0;60;900.0;400.0;170.0;15.0;Apartamento
5229;Apartamento;Barra da Tijuca;3;2;0;157;6500.0;1960.0;8982.0;41.4;Apartamento
5230;Apartamento;Portuguesa;3;0;1;106;1800.0;650.0;0.0;16.98;Apartamento
5231;Apartamento;Barra da Tijuca;4;3;4;237;8500.0;3500.0;400.0;35.86;Apartamento
5232;Apartamento;Jardim Botânico;2;1;1;79;3000.0;1447.0;225.0;37.97;Apartamento
5233;Apartamento;Ipanema;1;0;1;55;2790.0;420.0;90.0;50.73;Apartamento
5234;Apartamento;Campo Grande;2;0;0;55;900.0;350.0;0.0;16.36;Apartamento
5235;Apartamento;Barra da Tijuca;3;2;1;150;3600.0;1005.0;382.0;24.0;Apartamento
5236;Apartamento;Recreio dos Bandeirantes;3;2;1;104;2200.0;1128.0;196.0;21.15;Apartamento
5237;Apartamento;Vila da Penha;2;1;0;85;1100.0;300.0;0.0;12.94;Apartamento
5238;Apartamento;Barra da Tijuca;2;1;0;71;1600.0;1204.0;212.0;22.54;Apartamento
5239;Apartamento;Pechincha;2;1;0;78;1100.0;570.0;18.0;14.1;Apartamento
5240;Apartamento;Leme;2;0;1;86;4000.0;777.0;0.0;46.51;Apartamento
5241;Apartamento;Jacarepaguá;3;1;1;70;1600.0;650.0;120.0;22.86;Apartamento
5242;Apartamento;Barra da Tijuca;2;2;1;100;5500.0;2200.0;300.0;55.0;Apartamento
5243;Apartamento;Praça da Bandeira;1;0;0;30;800.0;355.0;25.0;26.67;Apartamento
5245;Apartamento;Recreio dos Bandeirantes;2;1;1;76;1800.0;811.0;120.0;23.68;Apartamento
5247;Apartamento;Leblon;3;1;1;150;6700.0;1900.0;3500.0;44.67;Apartamento
5248;Apartamento;Urca;3;1;1;120;4300.0;2478.0;343.0;35.83;Apartamento
5249;Apartamento;Santa Teresa;3;1;0;148;2600.0;1430.0;0.0;17.57;Apartamento
5251;Apartamento;Barra da Tijuca;4;2;2;115;3900.0;129880.0;358.0;33.91;Apartamento
5252;Apartamento;Barra da Tijuca;2;1;1;82;2100.0;1350.0;1100.0;25.61;Apartamento
5253;Apartamento;Lagoa;2;1;0;72;3400.0;1430.0;230.0;47.22;Apartamento
5254;Apartamento;Copacabana;3;1;1;200;4792.0;2800.0;208.0;23.96;Apartamento
5255;Apartamento;Copacabana;2;0;0;79;3000.0;933.0;142.0;37.97;Apartamento
5256;Apartamento;Barra da Tijuca;3;2;1;77;1700.0;1200.0;2031.0;22.08;Apartamento
5257;Apartamento;Jacarepaguá;3;1;2;73;1700.0;650.0;61.0;23.29;Apartamento
5258;Apartamento;Copacabana;3;1;1;110;8000.0;1100.0;390.0;72.73;Apartamento
5259;Apartamento;Leblon;2;1;1;93;5000.0;1400.0;2500.0;53.76;Apartamento
5261;Apartamento;Anil;2;1;0;56;1200.0;348.0;12.0;21.43;Apartamento
5262;Apartamento;Jardim Botânico;2;2;1;83;3500.0;1630.0;254.0;42.17;Apartamento
5263;Apartamento;Freguesia (Jacarepaguá);2;1;0;60;1000.0;575.0;65.0;16.67;Apartamento
5264;Apartamento;Méier;2;1;0;78;1300.0;390.0;33.0;16.67;Apartamento
5265;Apartamento;Recreio dos Bandeirantes;4;2;3;122;2300.0;1330.0;257.0;18.85;Apartamento
5266;Apartamento;Tijuca;2;1;0;76;2100.0;1033.0;124.0;27.63;Apartamento
5267;Apartamento;Pechincha;1;0;0;60;1100.0;347.0;55.0;18.33;Apartamento
5268;Apartamento;Barra da Tijuca;1;1;0;60;2100.0;3079.0;0.0;35.0;Apartamento
5270;Apartamento;Barra da Tijuca;3;1;1;96;3000.0;1230.0;100.0;31.25;Apartamento
5272;Apartamento;Cachambi;2;1;0;65;800.0;410.0;0.0;12.31;Apartamento
5273;Apartamento;Flamengo;2;0;0;80;3000.0;785.0;141.0;37.5;Apartamento
5275;Apartamento;Grajaú;3;1;1;122;2250.0;1045.0;0.0;18.44;Apartamento
5276;Apartamento;Lagoa;3;2;1;247;7000.0;1500.0;6438.0;28.34;Apartamento
5277;Apartamento;Jacarepaguá;2;1;0;41;1100.0;550.0;0.0;26.83;Apartamento
5279;Apartamento;Leme;1;0;0;50;2100.0;425.0;26.0;42.0;Apartamento
5280;Apartamento;Cachambi;2;1;0;59;1300.0;655.0;36.0;22.03;Apartamento
5281;Apartamento;Barra da Tijuca;4;2;2;160;3900.0;2200.0;600.0;24.38;Apartamento
5282;Apartamento;Barra da Tijuca;3;2;1;108;4500.0;1764.0;6874.0;41.67;Apartamento
5284;Apartamento;Santa Teresa;1;0;1;55;2490.0;520.0;95.0;45.27;Apartamento
5286;Apartamento;São Conrado;2;1;1;100;2300.0;1050.0;170.0;23.0;Apartamento
5288;Apartamento;Barra da Tijuca;1;1;1;90;2350.0;1300.0;273.0;26.11;Apartamento
5290;Apartamento;Laranjeiras;1;0;0;49;1800.0;392.0;25.0;36.73;Apartamento
5291;Apartamento;Leme;3;1;0;103;3000.0;1080.0;222.0;29.13;Apartamento
5292;Apartamento;Cachambi;1;0;0;40;800.0;150.0;0.0;20.0;Apartamento
5293;Apartamento;Estácio;2;0;0;63;1200.0;624.0;0.0;19.05;Apartamento
5295;Apartamento;Barra da Tijuca;2;2;2;75;4500.0;1930.0;0.0;60.0;Apartamento
5296;Apartamento;Copacabana;2;2;0;106;3200.0;900.0;150.0;30.19;Apartamento
5297;Apartamento;Botafogo;1;0;0;35;1300.0;439.0;23.0;37.14;Apartamento
5298;Apartamento;São Francisco Xavier;2;1;0;55;1300.0;439.0;14.0;23.64;Apartamento
5299;Apartamento;Ipanema;3;1;1;140;8500.0;2250.0;513.0;60.71;Apartamento
5300;Apartamento;Pechincha;2;1;0;50;1100.0;575.0;36.0;22.0;Apartamento
5301;Apartamento;Jardim Botânico;3;1;1;200;5900.0;1100.0;450.0;29.5;Apartamento
5303;Apartamento;Tijuca;4;2;1;125;2950.0;1530.0;197.0;23.6;Apartamento
5305;Apartamento;Tijuca;3;1;1;120;1800.0;1188.0;170.0;15.0;Apartamento
5307;Apartamento;Realengo;2;1;0;52;700.0;390.0;0.0;13.46;Apartamento
5308;Apartamento;Cachambi;2;0;0;75;900.0;200.0;0.0;12.0;Apartamento
5310;Apartamento;Olaria;2;0;0;55;750.0;90.0;0.0;13.64;Apartamento
5311;Apartamento;Recreio dos Bandeirantes;2;1;1;108;1600.0;708.0;0.0;14.81;Apartamento
5312;Apartamento;Barra da Tijuca;3;2;1;107;3500.0;1850.0;340.0;32.71;Apartamento
5314;Apartamento;Recreio dos Bandeirantes;2;2;1;82;1990.0;700.0;184.0;24.27;Apartamento
5315;Apartamento;Recreio dos Bandeirantes;2;1;1;75;2000.0;676.0;131.0;26.67;Apartamento
5316;Apartamento;Recreio dos Bandeirantes;4;2;2;153;2000.0;1414.0;352.0;13.07;Apartamento
5319;Apartamento;Barra da Tijuca;3;1;0;72;2200.0;600.0;0.0;30.56;Apartamento
5320;Apartamento;Grajaú;1;0;1;50;1500.0;20.0;50.0;30.0;Apartamento
5321;Apartamento;Barra da Tijuca;1;0;0;65;2800.0;903.0;0.0;43.08;Apartamento
5322;Apartamento;Copacabana;3;1;1;180;5000.0;2800.0;339.0;27.78;Apartamento
5323;Apartamento;Barra da Tijuca;2;1;2;94;2200.0;950.0;240.0;23.4;Apartamento
5324;Apartamento;Freguesia (Jacarepaguá);3;2;2;120;1800.0;1107.0;190.0;15.0;Apartamento
5325;Apartamento;Grajaú;3;1;1;85;1450.0;407.0;0.0;17.06;Apartamento
5326;Apartamento;Taquara;3;1;0;55;900.0;330.0;15.0;16.36;Apartamento
5327;Apartamento;Vila Valqueire;2;0;0;60;800.0;330.0;14.0;13.33;Apartamento
5328;Apartamento;Tijuca;2;0;0;60;1200.0;350.0;0.0;20.0;Apartamento
5329;Apartamento;Recreio dos Bandeirantes;2;1;1;97;1800.0;1100.0;140.0;18.56;Apartamento
5330;Apartamento;Méier;2;1;0;65;1200.0;465.0;0.0;18.46;Apartamento
5332;Apartamento;Tomás Coelho;2;1;0;50;650.0;228.0;0.0;13.0;Apartamento
5333;Apartamento;Glória;1;0;0;30;1100.0;361.0;24.0;36.67;Apartamento
5334;Apartamento;Ipanema;3;1;2;135;7000.0;1300.0;493.0;51.85;Apartamento
5336;Apartamento;Flamengo;2;1;2;87;5000.0;1400.0;435.0;57.47;Apartamento
5337;Apartamento;Centro;2;0;0;60;1500.0;500.0;130.0;25.0;Apartamento
5338;Apartamento;Recreio dos Bandeirantes;3;2;3;167;3000.0;1150.0;354.0;17.96;Apartamento
5339;Apartamento;Barra da Tijuca;3;2;1;113;2800.0;1550.0;180.0;24.78;Apartamento
5341;Apartamento;Jardim Botânico;2;1;0;70;3000.0;1283.0;193.0;42.86;Apartamento
5342;Apartamento;Botafogo;2;1;1;79;4350.0;1100.0;244.0;55.06;Apartamento
5343;Apartamento;Laranjeiras;4;1;2;170;5200.0;1100.0;280.0;30.59;Apartamento
5344;Apartamento;Ilha do Governador;2;1;0;48;1100.0;395.0;24.0;22.92;Apartamento
5346;Apartamento;Leme;3;1;1;197;7500.0;1970.0;0.0;38.07;Apartamento
5347;Apartamento;Copacabana;4;0;0;160;5500.0;1700.0;230.0;34.38;Apartamento
5349;Apartamento;Laranjeiras;3;1;1;127;2500.0;962.0;0.0;19.69;Apartamento
5350;Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0;36.46;Apartamento
5351;Apartamento;Tijuca;3;0;0;90;1800.0;873.0;75.0;20.0;Apartamento
5353;Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;0.0;29.31;Apartamento
5354;Apartamento;Maracanã;2;0;0;60;950.0;620.0;20.0;15.83;Apartamento
5356;Apartamento;Barra da Tijuca;3;2;1;130;5500.0;1750.0;410.0;42.31;Apartamento
5357;Apartamento;Copacabana;4;1;1;274;8000.0;1746.0;7077.0;29.2;Apartamento
5359;Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0;33.33;Apartamento
5360;Apartamento;Copacabana;2;1;1;115;4500.0;1150.0;284.0;39.13;Apartamento
5361;Apartamento;Laranjeiras;3;1;1;143;4800.0;1600.0;213.0;33.57;Apartamento
5362;Apartamento;Lapa;1;0;0;45;1500.0;500.0;180.0;33.33;Apartamento
5363;Apartamento;Guadalupe;2;1;0;40;600.0;293.0;53.0;15.0;Apartamento
5364;Apartamento;Barra da Tijuca;3;2;3;145;3700.0;1800.0;350.0;25.52;Apartamento
5366;Apartamento;Recreio dos Bandeirantes;3;2;2;180;3000.0;1109.0;439.0;16.67;Apartamento
5367;Apartamento;Tijuca;4;2;1;188;2000.0;2000.0;309.0;10.64;Apartamento
5368;Apartamento;São Conrado;3;3;1;240;5200.0;3400.0;0.0;21.67;Apartamento
5369;Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;0.0;46.15;Apartamento
5373;Apartamento;Copacabana;3;1;1;130;6000.0;1000.0;0.0;46.15;Apartamento
5374;Apartamento;Laranjeiras;3;1;1;130;4200.0;1600.0;241.0;32.31;Apartamento
5376;Apartamento;Humaitá;2;1;0;75;3000.0;950.0;0.0;40.0;Apartamento
5377;Apartamento;Flamengo;3;1;0;165;5500.0;1550.0;350.0;33.33;Apartamento
5380;Apartamento;Barra da Tijuca;4;2;1;130;3300.0;2185.0;300.0;25.38;Apartamento
5381;Apartamento;Centro;1;0;0;40;1500.0;400.0;24.0;37.5;Apartamento
5382;Apartamento;Jardim Botânico;3;0;0;67;2500.0;686.0;0.0;37.31;Apartamento
5383;Apartamento;Barra da Tijuca;2;1;1;100;3000.0;800.0;0.0;30.0;Apartamento
5385;Apartamento;Ipanema;3;1;1;120;7000.0;1800.0;370.0;58.33;Apartamento
5386;Apartamento;Méier;2;0;0;46;800.0;507.0;13.0;17.39;Apartamento
5389;Apartamento;Rio Comprido;1;1;0;40;1200.0;352.0;340.0;30.0;Apartamento
5390;Apartamento;Tijuca;2;1;0;112;1800.0;335.0;134.0;16.07;Apartamento
5391;Apartamento;Copacabana;3;1;1;140;5000.0;1450.0;0.0;35.71;Apartamento
5392;Apartamento;Copacabana;1;0;1;35;1800.0;560.0;68.0;51.43;Apartamento
5393;Apartamento;Gávea;2;0;1;146;4000.0;617.0;0.0;27.4;Apartamento
5394;Apartamento;Barra da Tijuca;4;2;0;145;3500.0;2366.0;470.0;24.14;Apartamento
5395;Apartamento;Leblon;2;1;0;68;3500.0;1000.0;130.0;51.47;Apartamento
5397;Apartamento;Leblon;3;2;1;170;8000.0;2000.0;450.0;47.06;Apartamento
5398;Apartamento;Ramos;2;1;0;54;1100.0;230.0;0.0;20.37;Apartamento
5399;Apartamento;Jardim Botânico;2;0;0;50;2100.0;812.0;0.0;42.0;Apartamento
5401;Apartamento;São Conrado;1;2;1;105;6500.0;2014.0;629.0;61.9;Apartamento
5403;Apartamento;Recreio dos Bandeirantes;3;2;2;140;3000.0;1480.0;190.0;21.43;Apartamento
5404;Apartamento;Botafogo;3;1;0;109;3000.0;1094.0;174.0;27.52;Apartamento
5405;Apartamento;Botafogo;1;0;0;37;1500.0;400.0;53.0;40.54;Apartamento
5406;Apartamento;Vila Isabel;2;1;0;65;1800.0;750.0;0.0;27.69;Apartamento
5407;Apartamento;Jacarepaguá;2;0;1;73;1000.0;543.0;58.0;13.7;Apartamento
5408;Apartamento;Tanque;3;2;2;91;1200.0;525.0;106.0;13.19;Apartamento
5409;Apartamento;Olaria;2;1;0;74;900.0;605.0;0.0;12.16;Apartamento
5411;Apartamento;Barra da Tijuca;3;2;1;100;2200.0;1600.0;350.0;22.0;Apartamento
5412;Apartamento;Flamengo;4;1;0;250;5300.0;2200.0;701.0;21.2;Apartamento
5413;Apartamento;Campo Grande;2;1;0;47;600.0;330.0;0.0;12.77;Apartamento
5415;Apartamento;Maracanã;2;0;0;64;1300.0;460.0;0.0;20.31;Apartamento
5416;Apartamento;Ipanema;3;1;1;127;7000.0;1048.0;294.0;55.12;Apartamento
5417;Apartamento;Recreio dos Bandeirantes;3;1;1;75;3200.0;1000.0;110.0;42.67;Apartamento
5418;Apartamento;Jardim Botânico;3;1;1;105;3800.0;1015.0;238.0;36.19;Apartamento
5420;Apartamento;Recreio dos Bandeirantes;3;3;3;120;3000.0;778.0;298.0;25.0;Apartamento
5422;Apartamento;Copacabana;2;0;0;80;2000.0;800.0;150.0;25.0;Apartamento
5423;Apartamento;Barra da Tijuca;3;2;1;140;3000.0;2300.0;421.0;21.43;Apartamento
5424;Apartamento;Barra da Tijuca;3;2;3;120;5300.0;2500.0;783.0;44.17;Apartamento
5426;Apartamento;Recreio dos Bandeirantes;2;1;0;94;1500.0;1045.0;0.0;15.96;Apartamento
5428;Apartamento;Barra da Tijuca;4;0;2;153;3515.0;2100.0;2500.0;22.97;Apartamento
5429;Apartamento;Botafogo;1;0;0;36;1300.0;616.0;57.0;36.11;Apartamento
5430;Apartamento;Barra da Tijuca;2;2;1;105;5800.0;2100.0;0.0;55.24;Apartamento
5431;Apartamento;Botafogo;3;2;1;140;5000.0;1500.0;424.0;35.71;Apartamento
5433;Apartamento;Tijuca;2;1;0;75;2000.0;590.0;75.0;26.67;Apartamento
5434;Apartamento;Taquara;2;1;1;120;2320.0;540.0;350.0;19.33;Apartamento
5435;Apartamento;Jacarepaguá;2;0;0;55;1200.0;530.0;0.0;21.82;Apartamento
5436;Apartamento;Barra da Tijuca;3;3;1;270;8000.0;3000.0;530.0;29.63;Apartamento
5437;Apartamento;Campo Grande;2;1;0;45;750.0;75.0;0.0;16.67;Apartamento
5440;Apartamento;Recreio dos Bandeirantes;3;0;0;85;2600.0;850.0;0.0;30.59;Apartamento
5441;Apartamento;Copacabana;1;0;0;60;2300.0;550.0;86.0;38.33;Apartamento
5442;Apartamento;Maracanã;2;0;0;58;1500.0;550.0;0.0;25.86;Apartamento
5443;Apartamento;Ipanema;2;1;0;108;3500.0;1149.0;3184.0;32.41;Apartamento
5444;Apartamento;Lagoa;3;2;2;222;9000.0;4720.0;980.0;40.54;Apartamento
5445;Apartamento;Ipanema;1;1;1;74;6500.0;3561.0;465.0;87.84;Apartamento
5448;Apartamento;Centro;1;0;0;45;2000.0;633.0;779.0;44.44;Apartamento
5449;Apartamento;Barra da Tijuca;3;2;2;113;3200.0;1500.0;339.0;28.32;Apartamento
5450;Apartamento;Ipanema;2;0;0;70;2500.0;667.0;128.0;35.71;Apartamento
5451;Apartamento;Bonsucesso;3;0;1;82;1500.0;470.0;0.0;18.29;Apartamento
5452;Apartamento;Ipanema;3;1;1;156;4000.0;1500.0;252.0;25.64;Apartamento
5453;Apartamento;Tijuca;2;1;1;103;2600.0;550.0;150.0;25.24;Apartamento
5454;Apartamento;Tijuca;3;2;1;132;2800.0;1216.0;200.0;21.21;Apartamento
5455;Apartamento;Cachambi;1;1;0;45;700.0;210.0;0.0;15.56;Apartamento
5456;Apartamento;Leblon;3;1;1;142;9000.0;1536.0;569.0;63.38;Apartamento
5457;Apartamento;Copacabana;2;0;0;80;3000.0;580.0;120.0;37.5;Apartamento
5458;Apartamento;Lagoa;2;0;0;90;2100.0;1800.0;400.0;23.33;Apartamento
5461;Apartamento;São Conrado;4;2;1;149;5500.0;1760.0;3900.0;36.91;Apartamento
5462;Apartamento;Recreio dos Bandeirantes;3;2;1;110;1800.0;577.0;157.0;16.36;Apartamento
5463;Apartamento;Taquara;2;0;0;55;900.0;298.0;13.0;16.36;Apartamento
5464;Apartamento;Tijuca;2;0;0;70;1300.0;580.0;30.0;18.57;Apartamento
5465;Apartamento;Pilares;2;1;0;55;1000.0;209.0;0.0;18.18;Apartamento
5467;Apartamento;Tijuca;1;0;0;40;1500.0;611.0;24.0;37.5;Apartamento
5469;Apartamento;Botafogo;1;1;0;40;2990.0;1020.0;183.0;74.75;Apartamento
5470;Apartamento;Laranjeiras;3;0;1;120;2200.0;600.0;0.0;18.33;Apartamento
5471;Apartamento;Méier;1;0;0;40;1100.0;500.0;13.0;27.5;Apartamento
5472;Apartamento;Méier;2;1;0;46;900.0;420.0;13.0;19.57;Apartamento
5473;Apartamento;Barra da Tijuca;2;1;1;60;2300.0;1019.0;137.0;38.33;Apartamento
5474;Apartamento;Barra da Tijuca;2;1;1;90;2950.0;1430.0;200.0;32.78;Apartamento
5475;Apartamento;Barra da Tijuca;2;1;0;52;1200.0;470.0;200.0;23.08;Apartamento
5476;Apartamento;Ipanema;2;1;0;100;4200.0;800.0;120.0;42.0;Apartamento
5477;Apartamento;Catete;3;0;0;128;3000.0;800.0;210.0;23.44;Apartamento
5479;Apartamento;Camorim;4;2;2;230;2400.0;818.0;305.0;10.43;Apartamento
